name	taxonomy_id	taxonomy_lvl	FMD_002_num	FMD_002_frac	FMD_003_num	FMD_003_frac	FMD_004_num	FMD_004_frac	FMD_006_num	FMD_006_frac	FMD_007_num	FMD_007_frac	FMD_008_num	FMD_008_frac	FMD_009_num	FMD_009_frac	FMD_012_num	FMD_012_frac	FMD_013_num	FMD_013_frac	FMD_014_num	FMD_014_frac	FMD_015_num	FMD_015_frac	FMD_017_num	FMD_017_frac	FMD_021_num	FMD_021_frac	FMD_023_num	FMD_023_frac	FMD_024_num	FMD_024_frac	FMD_025_num	FMD_025_frac	FMD_026_num	FMD_026_frac	FMD_027_num	FMD_027_frac	FMD_028_num	FMD_028_frac	FMD_029_num	FMD_029_frac	FMD_032_num	FMD_032_frac	FMD_033_num	FMD_033_frac	FMD_034_num	FMD_034_frac	FMD_035_num	FMD_035_frac	FMD_037_num	FMD_037_frac	FMD_038_num	FMD_038_frac	FMD_039_040_num	FMD_039_040_frac	FMD_043_044_num	FMD_043_044_frac	FMD_050_num	FMD_050_frac	FMD_051_num	FMD_051_frac	FMD_052_num	FMD_052_frac	FMD_058_num	FMD_058_frac	FMD_059_num	FMD_059_frac	NC1_num	NC1_frac	NC2_num	NC2_frac	NC3_num	NC3_frac	NC4_num	NC4_frac
Elizabethkingia anophelis	1117645	S	185	0.00005	1981	0.00015	263	0.00007	1622	0.00014	291	0.00005	1559	0.00012	895	0.00007	332	0.00004	68	0.00006	46	0.00003	6180	0.00057	89	0.00016	184	0.00008	21	0.00007	479	0.00007	1163	0.00007	483	0.00280	146	0.00010	431	0.00062	72	0.00004	55	0.00007	87	0.00006	3086	0.00041	1069	0.00038	342	0.00016	402	0.00005	251	0.00004	208	0.00010	225	0.00008	42	0.00003	376	0.00024	87	0.00003	1824	0.00106	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Pelagibacter giovannonii	2563896	S	0	0.00000	45	0.00000	98	0.00002	32	0.00000	20	0.00000	34	0.00000	52	0.00000	30	0.00000	0	0.00000	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00001	23	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	50	0.00001	0	0.00000	0	0.00000	27	0.00000	25	0.00000	0	0.00000	33	0.00001	0	0.00000	22	0.00001	0	0.00000	50	0.00003	1275	0.00027	0	0.00000	0	0.00000	0	0.00000
Halobellus limi	699433	S	73	0.00002	194	0.00001	50	0.00001	142	0.00001	38	0.00001	220	0.00002	211	0.00002	227	0.00003	57	0.00005	42	0.00003	111	0.00001	32	0.00006	86	0.00004	49	0.00016	778	0.00012	195	0.00001	82	0.00048	37	0.00002	25	0.00004	134	0.00008	49	0.00006	0	0.00000	368	0.00005	27	0.00001	37	0.00002	85	0.00001	137	0.00002	16	0.00001	56	0.00002	109	0.00006	52	0.00003	121	0.00004	35	0.00002	80	0.00002	0	0.00000	0	0.00000	0	0.00000
Planococcus massiliensis	1499687	S	61	0.00002	115	0.00001	30	0.00001	153	0.00001	33	0.00001	119	0.00001	161	0.00001	112	0.00001	15	0.00001	0	0.00000	38	0.00000	0	0.00000	10	0.00000	0	0.00000	190	0.00003	45	0.00000	0	0.00000	16	0.00001	0	0.00000	0	0.00000	12	0.00002	0	0.00000	107	0.00001	35	0.00001	0	0.00000	48	0.00001	21	0.00000	21	0.00001	28	0.00001	12	0.00001	0	0.00000	22	0.00001	16	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methanosarcina siciliae	38027	S	0	0.00000	41	0.00000	35	0.00001	14	0.00000	15	0.00000	23	0.00000	58	0.00000	45	0.00001	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00001	35	0.00000	0	0.00000	25	0.00002	0	0.00000	0	0.00000	21	0.00003	35	0.00002	17	0.00000	29	0.00001	0	0.00000	50	0.00001	25	0.00000	0	0.00000	30	0.00001	0	0.00000	0	0.00000	15	0.00000	27	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Capnocytophaga sp. oral taxon 323	1705617	S	83	0.00002	364	0.00003	49	0.00001	740	0.00006	135	0.00003	198	0.00002	492	0.00004	30	0.00000	0	0.00000	0	0.00000	79	0.00001	0	0.00000	19	0.00001	0	0.00000	267	0.00004	108	0.00001	0	0.00000	0	0.00000	0	0.00000	24	0.00001	0	0.00000	0	0.00000	255	0.00003	26	0.00001	32	0.00002	77	0.00001	133	0.00002	20	0.00001	44	0.00002	19	0.00001	0	0.00000	35	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Planococcus faecalis	1598147	S	0	0.00000	0	0.00000	35	0.00001	55	0.00000	0	0.00000	0	0.00000	38	0.00000	57	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	0	0.00000	0	0.00000	30	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Brachybacterium ginsengisoli	1331682	S	5110	0.00148	7284	0.00056	2356	0.00059	5422	0.00046	3165	0.00059	4319	0.00033	8865	0.00072	2845	0.00035	383	0.00035	757	0.00053	5566	0.00051	300	0.00054	1080	0.00046	140	0.00046	4284	0.00066	4792	0.00028	153	0.00089	220	0.00015	151	0.00022	1243	0.00077	430	0.00057	155	0.00011	5654	0.00074	1470	0.00052	887	0.00042	4923	0.00062	3661	0.00065	1408	0.00068	716	0.00025	820	0.00049	568	0.00036	1658	0.00053	552	0.00032	151	0.00003	27	0.00002	85	0.00028	32	0.00044
Synechococcus sp. CC9902	316279	S	0	0.00000	16	0.00000	0	0.00000	20	0.00000	11	0.00000	21	0.00000	28	0.00000	10	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	0	0.00000	11	0.00001	14	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Maribacter sp. T28	1836467	S	14	0.00000	62	0.00000	44	0.00001	52	0.00000	26	0.00000	109	0.00001	64	0.00001	51	0.00001	0	0.00000	0	0.00000	43	0.00000	0	0.00000	0	0.00000	0	0.00000	66	0.00001	66	0.00000	0	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	20	0.00001	52	0.00001	23	0.00001	13	0.00001	63	0.00001	23	0.00000	21	0.00001	25	0.00001	0	0.00000	25	0.00002	32	0.00001	42	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium elkanii	29448	S	0	0.00000	630	0.00005	0	0.00000	925	0.00008	0	0.00000	656	0.00005	468	0.00004	760	0.00009	0	0.00000	0	0.00000	659	0.00006	0	0.00000	0	0.00000	0	0.00000	500	0.00008	930	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	314	0.00004	0	0.00000	0	0.00000	420	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium heckeshornense	110505	S	129	0.00004	574	0.00004	175	0.00004	619	0.00005	395	0.00007	1208	0.00009	614	0.00005	1294	0.00016	121	0.00011	21	0.00001	635	0.00006	69	0.00012	126	0.00005	37	0.00012	965	0.00015	1174	0.00007	13	0.00008	21	0.00001	54	0.00008	71	0.00004	97	0.00013	49	0.00003	358	0.00005	122	0.00004	90	0.00004	165	0.00002	300	0.00005	61	0.00003	48	0.00002	92	0.00005	76	0.00005	573	0.00018	112	0.00007	40	0.00001	0	0.00000	0	0.00000	0	0.00000
Acetoanaerobium sticklandii	1511	S	44	0.00001	142	0.00001	40	0.00001	116	0.00001	30	0.00001	62	0.00000	124	0.00001	62	0.00001	22	0.00002	32	0.00002	128	0.00001	0	0.00000	41	0.00002	0	0.00000	162	0.00002	69	0.00000	0	0.00000	12	0.00001	19	0.00003	32	0.00002	0	0.00000	14	0.00001	71	0.00001	19	0.00001	48	0.00002	69	0.00001	39	0.00001	19	0.00001	31	0.00001	33	0.00002	19	0.00001	27	0.00001	26	0.00002	11	0.00000	0	0.00000	0	0.00000	0	0.00000
Bifidobacterium longum	216816	S	1200	0.00035	1564	0.00012	301	0.00008	3035	0.00026	1940	0.00036	2387	0.00018	7785	0.00063	860	0.00011	337	0.00031	64	0.00005	1101	0.00010	198	0.00036	233	0.00010	77	0.00025	1842	0.00028	828	0.00005	24	0.00014	152	0.00010	96	0.00014	315	0.00019	209	0.00028	55	0.00004	815	0.00011	248	0.00009	441	0.00021	534	0.00007	1323	0.00024	288	0.00014	226	0.00008	274	0.00016	162	0.00010	529	0.00017	144	0.00008	8674	0.00181	1021	0.00080	1504	0.00503	1423	0.01957
Microbulbifer sp. ALW1	1516059	S	20	0.00001	84	0.00001	33	0.00001	87	0.00001	31	0.00001	86	0.00001	107	0.00001	46	0.00001	16	0.00001	0	0.00000	136	0.00001	0	0.00000	24	0.00001	0	0.00000	62	0.00001	143	0.00001	0	0.00000	17	0.00001	11	0.00002	18	0.00001	0	0.00000	20	0.00001	51	0.00001	24	0.00001	14	0.00001	34	0.00000	22	0.00000	0	0.00000	22	0.00001	0	0.00000	17	0.00001	41	0.00001	10	0.00001	26	0.00001	0	0.00000	0	0.00000	0	0.00000
Pseudomonas sp. HLS-6	2049589	S	69	0.00002	286	0.00002	89	0.00002	131	0.00001	173	0.00003	194	0.00001	170	0.00001	231	0.00003	20	0.00002	0	0.00000	1116	0.00010	0	0.00000	39	0.00002	20	0.00007	124	0.00002	157	0.00001	0	0.00000	13	0.00001	14	0.00002	36	0.00002	44	0.00006	11	0.00001	312	0.00004	79	0.00003	33	0.00002	277	0.00003	128	0.00002	15	0.00001	54	0.00002	47	0.00003	43	0.00003	104	0.00003	24	0.00001	15	0.00000	0	0.00000	0	0.00000	0	0.00000
Methanocaldococcus vulcanius	73913	S	0	0.00000	0	0.00000	48	0.00001	28	0.00000	0	0.00000	0	0.00000	38	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	42	0.00002	0	0.00000	36	0.00001	0	0.00000	0	0.00000	19	0.00001	44	0.00006	0	0.00000	42	0.00006	29	0.00002	22	0.00000	62	0.00002	48	0.00002	36	0.00000	36	0.00001	0	0.00000	18	0.00001	26	0.00002	37	0.00002	39	0.00001	49	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rothia nasimurium	85336	S	527	0.00015	1779	0.00014	523	0.00013	2107	0.00018	443	0.00008	1145	0.00009	2826	0.00023	858	0.00011	126	0.00012	106	0.00007	516	0.00005	158	0.00028	257	0.00011	38	0.00013	2612	0.00040	3325	0.00019	20	0.00012	134	0.00009	83	0.00012	76	0.00005	27	0.00004	75	0.00005	1366	0.00018	187	0.00007	266	0.00012	497	0.00006	579	0.00010	611	0.00030	155	0.00005	190	0.00011	90	0.00006	345	0.00011	126	0.00007	61	0.00001	23	0.00002	0	0.00000	0	0.00000
Chlamydia sp. 2742-308	1806891	S	0	0.00000	0	0.00000	21	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Geobacter sp. SVR	2495594	S	25	0.00001	131	0.00001	43	0.00001	133	0.00001	40	0.00001	126	0.00001	107	0.00001	94	0.00001	11	0.00001	0	0.00000	128	0.00001	0	0.00000	17	0.00001	0	0.00000	95	0.00001	127	0.00001	0	0.00000	0	0.00000	0	0.00000	11	0.00001	0	0.00000	15	0.00001	95	0.00001	14	0.00000	13	0.00001	45	0.00001	41	0.00001	14	0.00001	22	0.00001	0	0.00000	20	0.00001	16	0.00001	17	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rothia sp. ZJ932	2810516	S	134	0.00004	230	0.00002	78	0.00002	262	0.00002	54	0.00001	149	0.00001	422	0.00003	112	0.00001	15	0.00001	18	0.00001	93	0.00001	120	0.00022	39	0.00002	28	0.00009	353	0.00005	330	0.00002	0	0.00000	0	0.00000	16	0.00002	16	0.00001	34	0.00005	0	0.00000	239	0.00003	73	0.00003	58	0.00003	80	0.00001	130	0.00002	38	0.00002	61	0.00002	35	0.00002	19	0.00001	88	0.00003	16	0.00001	10	0.00000	0	0.00000	0	0.00000	0	0.00000
Dysgonomonas sp. HDW5A	2714926	S	0	0.00000	37	0.00000	40	0.00001	50	0.00000	0	0.00000	0	0.00000	33	0.00000	28	0.00000	0	0.00000	0	0.00000	188	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	55	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	43	0.00001	0	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Dysgonomonas sp. HDW5B	2714927	S	0	0.00000	28	0.00000	0	0.00000	30	0.00000	0	0.00000	47	0.00000	50	0.00000	40	0.00000	0	0.00000	0	0.00000	253	0.00002	0	0.00000	25	0.00001	0	0.00000	44	0.00001	54	0.00000	0	0.00000	83	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	35	0.00000	0	0.00000	0	0.00000	31	0.00000	0	0.00000	0	0.00000	59	0.00002	32	0.00002	16	0.00001	0	0.00000	59	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nitrosomonas communis	44574	S	41	0.00001	117	0.00001	60	0.00002	129	0.00001	111	0.00002	86	0.00001	148	0.00001	225	0.00003	18	0.00002	10	0.00001	26	0.00000	0	0.00000	0	0.00000	27	0.00009	334	0.00005	35	0.00000	0	0.00000	29	0.00002	12	0.00002	0	0.00000	10	0.00001	0	0.00000	163	0.00002	66	0.00002	0	0.00000	43	0.00001	64	0.00001	38	0.00002	43	0.00002	11	0.00001	11	0.00001	38	0.00001	24	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chitinibacter sp. 2T18	2739434	S	0	0.00000	61	0.00000	21	0.00001	87	0.00001	21	0.00000	67	0.00001	68	0.00001	28	0.00000	0	0.00000	0	0.00000	84	0.00001	0	0.00000	0	0.00000	0	0.00000	33	0.00001	62	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00000	21	0.00001	0	0.00000	0	0.00000	16	0.00000	16	0.00001	0	0.00000	0	0.00000	20	0.00001	0	0.00000	20	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhizobium tropici	398	S	134	0.00004	722	0.00006	239	0.00006	802	0.00007	228	0.00004	1290	0.00010	573	0.00005	636	0.00008	164	0.00015	41	0.00003	999	0.00009	65	0.00012	142	0.00006	65	0.00021	390	0.00006	585	0.00003	23	0.00013	42	0.00003	32	0.00005	57	0.00004	169	0.00022	93	0.00006	376	0.00005	136	0.00005	86	0.00004	267	0.00003	245	0.00004	56	0.00003	128	0.00005	77	0.00005	80	0.00005	146	0.00005	70	0.00004	28	0.00001	0	0.00000	0	0.00000	0	0.00000
Fibrobacter succinogenes	833	S	0	0.00000	35	0.00000	27	0.00001	24	0.00000	16	0.00000	28	0.00000	32	0.00000	38	0.00000	0	0.00000	0	0.00000	28	0.00000	0	0.00000	52	0.00002	22	0.00007	26	0.00000	29	0.00000	0	0.00000	55	0.00004	11	0.00002	0	0.00000	81	0.00011	10	0.00001	23	0.00000	35	0.00001	0	0.00000	14	0.00000	14	0.00000	0	0.00000	19	0.00001	16	0.00001	12	0.00001	53	0.00002	23	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Prochlorococcus phage P-HM2	445696	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Microbacterium foliorum	104336	S	1100	0.00032	8392	0.00064	763	0.00019	3062	0.00026	3289	0.00061	3682	0.00028	3722	0.00030	7931	0.00097	220	0.00020	115	0.00008	2772	0.00025	153	0.00028	413	0.00018	188	0.00062	2068	0.00032	6365	0.00037	53	0.00031	157	0.00011	86	0.00012	298	0.00018	225	0.00030	228	0.00016	4008	0.00053	670	0.00024	497	0.00023	1208	0.00015	1839	0.00033	457	0.00022	290	0.00010	457	0.00027	343	0.00022	941	0.00030	532	0.00031	79	0.00002	0	0.00000	24	0.00008	26	0.00036
Enterobacter ludwigii	299767	S	37	0.00001	416	0.00003	77	0.00002	185	0.00002	501	0.00009	111	0.00001	342	0.00003	320	0.00004	96	0.00009	0	0.00000	134	0.00001	0	0.00000	81	0.00003	0	0.00000	69	0.00001	419	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	653	0.00009	148	0.00005	41	0.00002	111	0.00001	302	0.00005	0	0.00000	34	0.00001	0	0.00000	0	0.00000	153	0.00005	42	0.00002	548	0.00011	74	0.00006	0	0.00000	0	0.00000
Azospirillum humicireducens	1226968	S	130	0.00004	637	0.00005	242	0.00006	1432	0.00012	283	0.00005	1010	0.00008	701	0.00006	705	0.00009	80	0.00007	0	0.00000	995	0.00009	19	0.00003	97	0.00004	35	0.00012	441	0.00007	809	0.00005	0	0.00000	33	0.00002	32	0.00005	50	0.00003	23	0.00003	51	0.00004	388	0.00005	135	0.00005	136	0.00006	466	0.00006	490	0.00009	149	0.00007	101	0.00004	100	0.00006	51	0.00003	158	0.00005	65	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces cyanogenus	80860	S	136	0.00004	596	0.00005	135	0.00003	497	0.00004	206	0.00004	632	0.00005	537	0.00004	558	0.00007	47	0.00004	0	0.00000	568	0.00005	31	0.00006	134	0.00006	0	0.00000	391	0.00006	780	0.00004	0	0.00000	30	0.00002	26	0.00004	30	0.00002	34	0.00005	73	0.00005	304	0.00004	235	0.00008	118	0.00006	199	0.00002	271	0.00005	99	0.00005	86	0.00003	63	0.00004	60	0.00004	469	0.00015	98	0.00006	28	0.00001	0	0.00000	31	0.00010	0	0.00000
Polaribacter reichenbachii	996801	S	14	0.00000	59	0.00000	49	0.00001	71	0.00001	29	0.00001	57	0.00000	69	0.00001	70	0.00001	15	0.00001	0	0.00000	69	0.00001	0	0.00000	26	0.00001	12	0.00004	79	0.00001	43	0.00000	0	0.00000	33	0.00002	14	0.00002	15	0.00001	25	0.00003	44	0.00003	73	0.00001	30	0.00001	14	0.00001	80	0.00001	36	0.00001	11	0.00001	50	0.00002	10	0.00001	46	0.00003	48	0.00002	52	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Xylella taiwanensis	1444770	S	11	0.00000	53	0.00000	21	0.00001	59	0.00001	22	0.00000	58	0.00000	53	0.00000	42	0.00001	0	0.00000	0	0.00000	108	0.00001	0	0.00000	25	0.00001	0	0.00000	34	0.00001	56	0.00000	0	0.00000	50	0.00003	13	0.00002	0	0.00000	0	0.00000	0	0.00000	28	0.00000	11	0.00000	14	0.00001	23	0.00000	24	0.00000	15	0.00001	18	0.00001	16	0.00001	18	0.00001	0	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Brevibacterium sp. Ap13	1406197	S	40	0.00001	226	0.00002	61	0.00002	22	0.00000	27	0.00001	60	0.00000	136	0.00001	59	0.00001	0	0.00000	0	0.00000	29	0.00000	16	0.00003	16	0.00001	0	0.00000	62	0.00001	304	0.00002	0	0.00000	0	0.00000	0	0.00000	32	0.00002	0	0.00000	0	0.00000	99	0.00001	17	0.00001	18	0.00001	20	0.00000	54	0.00001	0	0.00000	12	0.00000	11	0.00001	0	0.00000	17	0.00001	15	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Nitrosotenuis aquarius	1846278	S	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Riesia pediculischaeffi	428411	S	0	0.00000	0	0.00000	32	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bartonella bacilliformis	774	S	23	0.00001	1295	0.00010	49	0.00001	55	0.00000	64	0.00001	203	0.00002	284	0.00002	121	0.00001	24	0.00002	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00000	30	0.00000	0	0.00000	26	0.00002	0	0.00000	19	0.00001	0	0.00000	0	0.00000	68	0.00001	0	0.00000	0	0.00000	14	0.00000	82	0.00001	0	0.00000	53	0.00002	19	0.00001	0	0.00000	45	0.00001	32	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Croceibacter atlanticus	313588	S	25	0.00001	67	0.00001	28	0.00001	32	0.00000	37	0.00001	32	0.00000	75	0.00001	51	0.00001	0	0.00000	0	0.00000	46	0.00000	0	0.00000	11	0.00000	0	0.00000	51	0.00001	57	0.00000	0	0.00000	11	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	55	0.00001	19	0.00001	18	0.00001	37	0.00000	23	0.00000	19	0.00001	21	0.00001	0	0.00000	13	0.00001	15	0.00000	26	0.00002	0	0.00000	0	0.00000	12	0.00004	0	0.00000
Methanococcus maripaludis	39152	S	31	0.00001	54	0.00000	61	0.00002	22	0.00000	12	0.00000	31	0.00000	59	0.00000	45	0.00001	0	0.00000	0	0.00000	15	0.00000	0	0.00000	15	0.00001	29	0.00010	55	0.00001	33	0.00000	0	0.00000	34	0.00002	39	0.00006	35	0.00002	25	0.00003	59	0.00004	58	0.00001	45	0.00002	54	0.00003	70	0.00001	35	0.00001	0	0.00000	43	0.00002	0	0.00000	47	0.00003	72	0.00002	73	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas kribbensis	1628086	S	19	0.00001	91	0.00001	27	0.00001	94	0.00001	24	0.00000	106	0.00001	64	0.00001	119	0.00001	0	0.00000	0	0.00000	49	0.00000	0	0.00000	14	0.00001	0	0.00000	80	0.00001	187	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	94	0.00001	0	0.00000	0	0.00000	50	0.00001	57	0.00001	0	0.00000	27	0.00001	0	0.00000	43	0.00003	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pantoea stewartii	66269	S	556	0.00016	1992	0.00015	1064	0.00027	231	0.00002	145	0.00003	161	0.00001	360	0.00003	327	0.00004	94	0.00009	10	0.00001	450	0.00004	0	0.00000	46	0.00002	58	0.00019	125	0.00002	249	0.00001	0	0.00000	69	0.00005	166	0.00024	52	0.00003	90	0.00012	45	0.00003	1975	0.00026	473	0.00017	129	0.00006	398	0.00005	769	0.00014	126	0.00006	417	0.00015	133	0.00008	344	0.00022	73	0.00002	150	0.00009	578	0.00012	10	0.00001	12	0.00004	0	0.00000
Frankia casuarinae	106370	S	124	0.00004	713	0.00005	124	0.00003	496	0.00004	262	0.00005	555	0.00004	572	0.00005	882	0.00011	50	0.00005	0	0.00000	507	0.00005	45	0.00008	133	0.00006	19	0.00006	384	0.00006	736	0.00004	11	0.00006	38	0.00003	17	0.00002	42	0.00003	27	0.00004	108	0.00007	354	0.00005	142	0.00005	105	0.00005	203	0.00003	317	0.00006	63	0.00003	61	0.00002	91	0.00005	67	0.00004	540	0.00017	87	0.00005	25	0.00001	0	0.00000	0	0.00000	0	0.00000
Staphylococcus lutrae	155085	S	13	0.00000	140	0.00001	54	0.00001	37	0.00000	23	0.00000	70	0.00001	109	0.00001	41	0.00001	20	0.00002	0	0.00000	55	0.00001	0	0.00000	14	0.00001	0	0.00000	49	0.00001	59	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00002	0	0.00000	0	0.00000	101	0.00001	12	0.00000	47	0.00002	40	0.00001	21	0.00000	19	0.00001	56	0.00002	0	0.00000	11	0.00001	0	0.00000	20	0.00001	26	0.00001	0	0.00000	0	0.00000	0	0.00000
Catenulispora acidiphila	304895	S	325	0.00009	1424	0.00011	337	0.00008	1159	0.00010	482	0.00009	1504	0.00012	1222	0.00010	1545	0.00019	85	0.00008	47	0.00003	1349	0.00012	73	0.00013	285	0.00012	67	0.00022	950	0.00015	1594	0.00009	27	0.00016	187	0.00013	97	0.00014	129	0.00008	145	0.00019	182	0.00013	912	0.00012	379	0.00014	296	0.00014	506	0.00006	682	0.00012	181	0.00009	223	0.00008	211	0.00013	180	0.00011	1475	0.00047	205	0.00012	87	0.00002	0	0.00000	0	0.00000	0	0.00000
Thalassospira sp. B30-1	2785911	S	0	0.00000	129	0.00001	76	0.00002	132	0.00001	27	0.00001	152	0.00001	106	0.00001	121	0.00001	0	0.00000	0	0.00000	244	0.00002	0	0.00000	0	0.00000	0	0.00000	54	0.00001	85	0.00000	0	0.00000	0	0.00000	0	0.00000	45	0.00003	0	0.00000	36	0.00002	48	0.00001	0	0.00000	41	0.00002	29	0.00000	71	0.00001	0	0.00000	19	0.00001	51	0.00003	37	0.00002	0	0.00000	37	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Azoarcus sp. CIB	198107	S	109	0.00003	460	0.00004	102	0.00003	443	0.00004	206	0.00004	564	0.00004	397	0.00003	361	0.00004	33	0.00003	0	0.00000	1120	0.00010	18	0.00003	66	0.00003	0	0.00000	294	0.00004	383	0.00002	0	0.00000	42	0.00003	0	0.00000	30	0.00002	0	0.00000	23	0.00002	309	0.00004	65	0.00002	52	0.00002	167	0.00002	219	0.00004	45	0.00002	80	0.00003	69	0.00004	55	0.00004	236	0.00008	47	0.00003	15	0.00000	0	0.00000	0	0.00000	0	0.00000
